# Program:featureCounts v2.0.3; Command:"featureCounts" "-g" "gene_id" "-a" "/content/GCF_000146045.2_R64_genomic.gtf" "-o" "output_featurecounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YKL120W	NC_001143.9	217344	218318	+	975	35	39	1406	2792
gene-YKL119C	NC_001143.9	218570	219217	-	648	36	197	18	111
gene-YNCK0008W	NC_001143.9	219895	219967	+	73	0	0	0	0
gene-YKL117W	NC_001143.9	220324	220974	+	651	4143	6073	108	548
gene-YKL116C	NC_001143.9	221344	222900	-	1557	157	464	27	175
gene-YKL114C	NC_001143.9	223352	224455	-	1104	173	371	75	246
gene-YKL113C	NC_001143.9	224727	225875	-	1149	26	216	9	67
gene-YKL112W	NC_001143.9	226570	228765	+	2196	218	623	61	245
gene-YKL110C	NC_001143.9	228939	229880	-	942	245	313	263	772
gene-YKL109W	NC_001143.9	232227	233891	+	1665	4329	5649	77	255
gene-YKL108W	NC_001143.9	234426	235787	+	1362	56	80	28	63
gene-YKL107W	NC_001143.9	236141	237070	+	930	604	147	24	55
gene-YKL106C-A	NC_001143.9	237147	237266	-	120	2	1	2	5
gene-YKL106W	NC_001143.9	237536	238891	+	1356	57	40	225	689
gene-YKL105C	NC_001143.9	239185	242583	-	3399	465	547	21	78
gene-YKL104C	NC_001143.9	243220	245373	-	2154	805	1287	123	351
gene-YKL104W-A	NC_001143.9	245032	245286	+	255	0	0	0	0
gene-YKL103C	NC_001143.9	246138	247682	-	1545	2022	2496	32	101
gene-YKL102C	NC_001143.9	248062	248367	-	306	0	1	0	0
gene-YKL101W	NC_001143.9	248920	253476	+	4557	122	465	6	92
gene-YKL100C	NC_001143.9	253697	255460	-	1764	993	1033	51	223
gene-YKL099C	NC_001143.9	255720	256472	-	753	74	154	341	1378
gene-YKL098W	NC_001143.9	256770	257843	+	1074	369	392	61	344
gene-YKL097C	NC_001143.9	258503	258913	-	411	5	1	0	0
gene-YKL096C-B	NC_001143.9	259073	259222	-	150	37	7	2	3
gene-YKL096W-A	NC_001143.9	259253	259531	+	279	14737	22535	608	2968
gene-YKL096W	NC_001143.9	261132	261851	+	720	2348	4850	816	2743
gene-YKL095W	NC_001143.9	262277	263113	+	837	323	185	66	203
gene-YKL094W	NC_001143.9	263349	264290	+	942	6033	3809	227	754
gene-YKL093W	NC_001143.9	264789	265808	+	1020	5284	2243	82	160
gene-YKL092C	NC_001143.9	266145	269459	-	3315	60	147	13	77
gene-YKL091C	NC_001143.9	269718	270650	-	933	791	824	29	115
gene-YKL090W	NC_001143.9	271878	273209	+	1332	105	125	71	282
gene-YKL089W	NC_001143.9	273394	275043	+	1650	10	51	8	69
gene-YKL088W	NC_001143.9	275283	276998	+	1716	468	624	89	302
gene-YKL087C	NC_001143.9	277189	277863	-	675	114	169	58	211
gene-YKL086W	NC_001143.9	278281	278664	+	384	40	22	5	24
gene-YKL085W	NC_001143.9	279123	280127	+	1005	5773	9682	95	373
gene-YKL084W	NC_001143.9	280509	280859	+	351	32	73	2	18
gene-YKL082C	NC_001143.9	281025	282329	-	1305	1310	751	707	2491
gene-YKL081W	NC_001143.9;NC_001143.9	282891;283422	283095;284455	+;+	1239	1069	3360	1951	6218
gene-YNCK0009W	NC_001143.9	283185	283279	+	95	1	3	2	10
gene-YKL080W	NC_001143.9	285030	286208	+	1179	1160	1711	302	1447
gene-YKL079W	NC_001143.9	286603	288573	+	1971	238	234	91	262
gene-YKL078W	NC_001143.9	288845	291052	+	2208	12	38	339	1019
gene-YKL077W	NC_001143.9	291453	292631	+	1179	1095	1158	200	796
gene-YKL075C	NC_001143.9	292956	294308	-	1353	723	846	162	526
gene-YKL074C	NC_001143.9	294610	296193	-	1584	313	425	115	387
gene-YKL073W	NC_001143.9	296430	299075	+	2646	241	796	55	254
gene-YKL072W	NC_001143.9	299582	301882	+	2301	87	85	65	207
gene-YNCK0010W	NC_001143.9;NC_001143.9	302918;302988	302953;303023	+;+	72	0	1	0	0
gene-YKL071W	NC_001143.9	305114	305884	+	771	172	124	20	93
gene-YKL070W	NC_001143.9	306211	306720	+	510	85	58	30	72
gene-YKL069W	NC_001143.9	307285	307827	+	543	305	399	30	94
gene-YNCK0011C	NC_001143.9	308144	308217	-	74	2	0	0	0
gene-YKL068W-A	NC_001143.9	309206	309442	+	237	21	23	164	458
gene-YKL068W	NC_001143.9	310199	313078	+	2880	356	264	221	714
gene-YNCK0012C	NC_001143.9	313401	313472	-	72	0	0	1	0
gene-YKL067W	NC_001143.9	314812	315273	+	462	3031	4485	82	295
gene-YKL065W-A	NC_001143.9	315954	316175	+	222	80	22	8	23
gene-YKL065C	NC_001143.9	316437	317057	-	621	2469	2057	81	347
gene-YKL064W	NC_001143.9	317764	320673	+	2910	2341	2409	124	412
gene-YKL063C	NC_001143.9	321015	321518	-	504	456	418	135	474
gene-YKL062W	NC_001143.9	323228	325120	+	1893	677	852	31	94
gene-YKL061W	NC_001143.9	325771	326112	+	342	505	464	16	62
gene-YKL060C	NC_001143.9	326408	327487	-	1080	100662	92609	12870	40692
gene-YKL059C	NC_001143.9	328118	329443	-	1326	481	511	108	446
gene-YKL058W	NC_001143.9	330166	330534	+	369	645	789	78	294
gene-YKL057C	NC_001143.9	330856	333969	-	3114	312	406	117	500
gene-YKL056C	NC_001143.9	334412	334915	-	504	3156	7828	5240	19472
gene-YKL055C	NC_001143.9	335321	336157	-	837	33	28	9	39
gene-YKL054C	NC_001143.9	336537	338753	-	2217	742	697	336	1386
gene-YKL053C-A	NC_001143.9	339182	339442	-	261	272	384	26	71
gene-YKL052C	NC_001143.9	339668	340546	-	879	141	141	117	499
gene-YKL051W	NC_001143.9	341312	342373	+	1062	227	192	130	487
gene-YKL050C	NC_001143.9	342852	345620	-	2769	171	105	10	60
gene-YKL049C	NC_001143.9	346075	346764	-	690	207	458	24	118
gene-YKL048C	NC_001143.9	347214	349136	-	1923	111	213	75	249
gene-YKL047W	NC_001143.9	349463	351013	+	1551	314	203	78	297
gene-YKL046C	NC_001143.9	351275	352624	-	1350	781	976	98	322
gene-YKL045W	NC_001143.9	353493	355079	+	1587	163	868	59	233
gene-YKL044W	NC_001143.9	356322	356642	+	321	34	40	65	182
gene-YKL043W	NC_001143.9	356748	357848	+	1101	164	236	425	1608
gene-YKL042W	NC_001143.9	358475	359566	+	1092	48	113	26	87
gene-YKL041W	NC_001143.9	360143	360817	+	675	543	556	89	309
gene-YKL040C	NC_001143.9	361058	361828	-	771	536	622	129	481
gene-YKL039W	NC_001143.9	362622	364193	+	1572	667	969	142	529
gene-YNCK0013W	NC_001143.9	364776	364876	+	101	9	6	2	11
gene-YKL038W	NC_001143.9	365605	369117	+	3513	1290	1186	83	278
gene-YKL037W	NC_001143.9	369365	369721	+	357	26	35	0	6
gene-YKL035W	NC_001143.9	369891	371390	+	1500	3079	4188	59	270
gene-YKL034W	NC_001143.9	371829	374105	+	2277	488	348	37	81
gene-YKL033W-A	NC_001143.9	374505	375215	+	711	332	634	58	325
gene-YKL033W	NC_001143.9	375456	378572	+	3117	200	163	61	215
gene-YNCK0014W	NC_001143.9	379680	379753	+	74	0	0	0	2
gene-YKL032C	NC_001143.9	380065	381858	-	1794	1874	1725	254	536
gene-YKL029C	NC_001143.9	382716	384725	-	2010	195	542	3708	9314
gene-YKL028W	NC_001143.9	385758	387206	+	1449	682	671	247	1052
gene-YKL027W	NC_001143.9	387562	388905	+	1344	154	311	252	853
gene-YKL026C	NC_001143.9	389380	389883	-	504	4291	3244	77	182
gene-YKL025C	NC_001143.9	390240	392279	-	2040	228	294	65	329
gene-YKL024C	NC_001143.9	392526	393140	-	615	104	206	558	1990
gene-YKL023C-A	NC_001143.9	393146	393373	-	228	44	59	247	896
gene-YKL023W	NC_001143.9	393721	394554	+	834	505	479	50	172
gene-YKL022C	NC_001143.9	394726	397248	-	2523	670	593	127	386
gene-YKL021C	NC_001143.9	397344	398750	-	1407	178	322	421	1405
gene-YKL020C	NC_001143.9	398832	402080	-	3249	1455	1266	175	654
gene-YKL019W	NC_001143.9	402568	403518	+	951	469	638	103	364
gene-YKL018C-A	NC_001143.9	403580	403879	-	300	229	241	48	152
gene-YKL018W	NC_001143.9	404102	405091	+	990	61	99	74	268
gene-YKL017C	NC_001143.9	405190	407241	-	2052	232	333	7	61
gene-YKL016C	NC_001143.9	407465	407989	-	525	3672	6867	134	767
gene-YKL015W	NC_001143.9	408544	411483	+	2940	246	215	61	204
gene-YKL014C	NC_001143.9	411619	416913	-	5295	111	258	233	843
gene-YKL013C	NC_001143.9	417508	418023	-	516	1163	2164	74	392
gene-YKL012W	NC_001143.9	418310	420061	+	1752	546	513	85	297
gene-YKL011C	NC_001143.9	420155	421216	-	1062	83	172	25	124
gene-YKL010C	NC_001143.9	421424	425875	-	4452	2066	1759	194	678
gene-YKL009W	NC_001143.9	426242	426952	+	711	282	557	1249	4264
gene-YKL008C	NC_001143.9	427295	428551	-	1257	317	253	207	685
gene-YKL007W	NC_001143.9	429302	430108	+	807	716	1005	93	486
gene-YKL006C-A	NC_001143.9;NC_001143.9	430198;430597	430455;430632	-;-	294	248	307	74	236
gene-YNCK0015C	NC_001143.9	431030	431138	-	109	40	20	3	18
gene-YKL006W	NC_001143.9;NC_001143.9	431906;432433	432034;432720	+;+	417	356	1449	1434	5826
gene-YKL005C	NC_001143.9	433093	434877	-	1785	1632	1126	119	425
gene-YKL004W	NC_001143.9	435580	436785	+	1206	521	372	382	1351
gene-YKL003C	NC_001143.9	437097	437492	-	396	278	529	43	179
gene-YKL002W	NC_001143.9;NC_001143.9	437778;437906	437837;438544	+;+	699	1877	1743	138	563
gene-YKL001C	NC_001143.9	438777	439385	-	609	138	114	65	186
gene-YKR001C	NC_001143.9	440608	442722	-	2115	1366	2457	119	471
gene-YKR002W	NC_001143.9	443232	444938	+	1707	257	463	64	334
gene-YKR003W	NC_001143.9	445381	446727	+	1347	196	301	12	88
gene-YKR004C	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	352	294	33	95
gene-YKR005C	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	27	41	6	52
gene-YKR006C	NC_001143.9	450423	451217	-	795	160	573	49	212
gene-YKR007W	NC_001143.9	451434	451988	+	555	169	378	55	191
gene-YKR008W	NC_001143.9	452201	454078	+	1878	501	668	192	540
gene-YKR009C	NC_001143.9	454352	457054	-	2703	10184	2771	100	84
gene-YNCK0016W	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	0	0	1	0
gene-YKR010C	NC_001143.9	458924	461239	-	2316	158	207	96	308
gene-YKR011C	NC_001143.9	461635	462696	-	1062	667	1077	17	89
gene-YKR013W	NC_001143.9	463959	464948	+	990	920	2678	45	495
gene-YKR014C	NC_001143.9	465367	466071	-	705	3675	2495	158	502
gene-YKR015C	NC_001143.9	466961	468667	-	1707	138	55	23	54
gene-YKR016W	NC_001143.9	469717	471339	+	1623	1098	2843	95	445
gene-YKR017C	NC_001143.9	471694	473349	-	1656	264	334	27	76
gene-YKR018C	NC_001143.9	473723	475900	-	2178	4522	3297	113	309
gene-YKR019C	NC_001143.9	476216	478063	-	1848	141	199	44	136
gene-YKR020W	NC_001143.9	478338	478832	+	495	305	440	35	101
gene-YKR021W	NC_001143.9	479234	481981	+	2748	480	320	98	275
gene-YKR022C	NC_001143.9	482171	483139	-	969	419	466	115	367
gene-YKR023W	NC_001143.9	483419	485011	+	1593	122	252	69	226
gene-YKR024C	NC_001143.9	485144	487372	-	2229	79	63	455	1207
gene-YKR025W	NC_001143.9	487770	488618	+	849	192	239	451	1549
gene-YKR026C	NC_001143.9	488738	489655	-	918	135	248	182	690
gene-YNCK0017W	NC_001143.9	490968	491040	+	73	0	1	0	0
gene-YKR027W	NC_001143.9	491364	493661	+	2298	38	95	33	165
gene-YKR028W	NC_001143.9	494257	497358	+	3102	387	523	120	531
gene-YKR029C	NC_001143.9	497578	499833	-	2256	362	334	64	269
gene-YKR030W	NC_001143.9	500282	501103	+	822	125	151	65	260
gene-YKR031C	NC_001143.9	501344	506395	-	5052	717	627	21	109
gene-YKR032W	NC_001143.9	506517	506831	+	315	3	3	1	0
gene-YKR034W	NC_001143.9	506898	507707	+	810	30	24	1	6
gene-YKR035W-A	NC_001143.9	507939	508553	+	615	788	1287	66	308
gene-YKR036C	NC_001143.9	508702	510633	-	1932	98	79	93	284
gene-YKR037C	NC_001143.9	510910	511797	-	888	150	256	24	130
gene-YKR038C	NC_001143.9	511999	513159	-	1161	300	408	191	683
gene-YNCK0018C	NC_001143.9	513332	513403	-	72	0	0	0	0
gene-YKR039W	NC_001143.9	515063	516871	+	1809	982	1629	108	158
gene-YNCK0019W	NC_001143.9	517988	518060	+	73	0	0	0	0
gene-YKR041W	NC_001143.9	518198	518950	+	753	10	17	16	76
gene-YKR042W	NC_001143.9	519527	520624	+	1098	1520	3184	5380	14652
gene-YKR043C	NC_001143.9	520897	521712	-	816	73	186	221	815
gene-YKR044W	NC_001143.9	522015	523346	+	1332	91	149	114	404
gene-YKR045C	NC_001143.9	523418	523969	-	552	60	98	46	144
gene-YKR046C	NC_001143.9	524223	525074	-	852	23302	12910	664	2038
gene-YKR048C	NC_001143.9	525387	526640	-	1254	3781	3514	740	2482
gene-YKR049C	NC_001143.9	526830	527231	-	402	4827	2369	83	222
gene-YKR050W	NC_001143.9	527815	530484	+	2670	548	309	50	185
gene-YKR051W	NC_001143.9	530946	532202	+	1257	197	187	35	127
gene-YKR052C	NC_001143.9	532550	533464	-	915	345	1271	25	85
gene-YKR053C	NC_001143.9	534067	535281	-	1215	168	174	31	111
gene-YKR054C	NC_001143.9	535647	547925	-	12279	503	429	37	146
gene-YKR055W	NC_001143.9	548216	549091	+	876	233	198	19	118
gene-YKR056W	NC_001143.9	549448	551367	+	1920	95	311	452	1443
gene-YKR057W	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	363	949	1817	6437
gene-YKR058W	NC_001143.9	552770	554620	+	1851	1399	658	12	56
gene-YKR059W	NC_001143.9	554987	556174	+	1188	394	907	320	1035
gene-YKR060W	NC_001143.9	556518	557342	+	825	83	111	258	982
gene-YKR061W	NC_001143.9	557677	558954	+	1278	143	151	122	399
gene-YNCK0020C	NC_001143.9	559016	559366	-	351	44	58	4	14
gene-YKR062W	NC_001143.9	559666	560652	+	987	488	609	212	748
gene-YKR063C	NC_001143.9	560789	562297	-	1509	388	323	128	448
gene-YKR064W	NC_001143.9	562547	565138	+	2592	300	266	70	289
gene-YKR065C	NC_001143.9	565299	565892	-	594	927	1445	62	246
gene-YKR066C	NC_001143.9	566113	567198	-	1086	3590	2083	312	1000
gene-YKR067W	NC_001143.9	567918	570149	+	2232	2287	1616	35	99
gene-YKR068C	NC_001143.9	570328	570909	-	582	517	531	121	508
gene-YKR069W	NC_001143.9	571612	573393	+	1782	70	99	73	262
gene-YKR070W	NC_001143.9	573574	574632	+	1059	201	373	32	156
gene-YKR071C	NC_001143.9	574934	575980	-	1047	1857	2278	1595	3989
gene-YKR072C	NC_001143.9	576435	578123	-	1689	1174	853	207	752
gene-YKR073C	NC_001143.9	578187	578507	-	321	35	14	7	25
gene-YNCK0021W	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	0	0	0	0
gene-YKR074W	NC_001143.9	579209	579676	+	468	759	914	52	180
gene-YKR075C	NC_001143.9	579827	580750	-	924	265	143	29	69
gene-YKR076W	NC_001143.9	582283	583395	+	1113	2414	1688	24	69
gene-YKR077W	NC_001143.9	583653	584744	+	1092	43	232	11	27
gene-YKR078W	NC_001143.9	584952	586709	+	1758	320	255	33	101
gene-YKR079C	NC_001143.9	586789	589305	-	2517	92	138	219	721
gene-YKR080W	NC_001143.9	590395	591357	+	963	570	796	790	1086
gene-YKR081C	NC_001143.9	591506	592540	-	1035	143	231	840	2872
gene-YKR082W	NC_001143.9	592825	596298	+	3474	363	557	183	671
gene-YKR083C	NC_001143.9	596421	596822	-	402	27	71	1	29
gene-YKR084C	NC_001143.9	597055	598890	-	1836	489	698	94	410
gene-YKR085C	NC_001143.9	599094	599681	-	588	43	170	43	151
gene-YKR086W	NC_001143.9	599857	603072	+	3216	369	302	98	320
gene-YKR087C	NC_001143.9	603195	604232	-	1038	330	545	66	237
gene-YKR088C	NC_001143.9	604405	605418	-	1014	426	598	49	229
gene-YKR089C	NC_001143.9	605633	608365	-	2733	1199	829	134	465
gene-YKR090W	NC_001143.9	608946	611066	+	2121	133	299	60	225
gene-YKR091W	NC_001143.9	611525	612265	+	741	457	295	13	36
gene-YKR092C	NC_001143.9	612665	613885	-	1221	199	111	1342	4970
gene-YKR093W	NC_001143.9	615730	617535	+	1806	1554	372	337	1156
gene-YKR094C	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	556	1438	1894	7444
gene-YKR095W	NC_001143.9	619805	625432	+	5628	882	1137	65	371
gene-YKR095W-A	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	41	79	12	76
gene-YKR096W	NC_001143.9	626793	630380	+	3588	2189	1255	105	315
gene-YKR097W	NC_001143.9	631152	632801	+	1650	57570	83011	471	1971
gene-YKR098C	NC_001143.9	633026	635179	-	2154	210	238	57	208
gene-YKR099W	NC_001143.9	635851	638286	+	2436	103	90	323	1111
gene-YKR100C	NC_001143.9	638901	639968	-	1068	771	385	115	426
gene-YKR101W	NC_001143.9	640540	642504	+	1965	264	222	63	201
gene-YKR102W	NC_001143.9	646356	649865	+	3510	0	1	0	0
gene-YKR103W	NC_001143.9	653080	656736	+	3657	0	0	0	0
gene-YKR104W	NC_001143.9	656836	657756	+	921	0	0	0	0
gene-YKR105C	NC_001143.9	658716	660464	-	1749	0	0	0	0
gene-YKR106W	NC_001143.9	661442	663289	+	1848	0	0	0	0
gene-YLL067C	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	26	17	1	2
gene-YLL066W-B	NC_001144.5	5605	5775	+	171	0	0	0	0
gene-YLL066C	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	1	0	0	1
gene-YLL064C	NC_001144.5	13083	13445	-	363	0	0	0	0
gene-YLL063C	NC_001144.5	14648	16072	-	1425	26	39	13	51
gene-YLL062C	NC_001144.5	16639	17613	-	975	67	109	11	47
gene-YLL061W	NC_001144.5	17956	19707	+	1752	307	268	37	96
gene-YLL060C	NC_001144.5	21138	21839	-	702	118	130	19	51
gene-YLL058W	NC_001144.5	23569	25296	+	1728	32	82	34	151
gene-YLL057C	NC_001144.5	25756	26994	-	1239	100	90	10	31
gene-YLL056C	NC_001144.5	27409	28305	-	897	317	296	15	37
gene-YLL055W	NC_001144.5	30109	31704	+	1596	735	1209	19	66
gene-YLL054C	NC_001144.5	32673	35204	-	2532	118	189	34	117
gene-YLL053C	NC_001144.5	35503	35961	-	459	110	153	16	67
gene-YLL052C	NC_001144.5	35912	36361	-	450	105	155	18	50
gene-YLL051C	NC_001144.5	37333	39471	-	2139	476	449	124	262
gene-YLL050C	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	3859	5882	279	1350
gene-YLL049W	NC_001144.5	40666	41205	+	540	400	284	26	105
gene-YLL048C	NC_001144.5	41280	46265	-	4986	1004	937	480	1715
gene-YLL046C	NC_001144.5	46714	47463	-	750	17	16	31	50
gene-YLL045C	NC_001144.5	47859	48629	-	771	1006	3384	4306	15696
gene-YLL043W	NC_001144.5	49938	51947	+	2010	872	834	284	961
gene-YLL042C	NC_001144.5	52087	52590	-	504	69	95	7	20
gene-YLL041C	NC_001144.5	53131	53931	-	801	6599	4160	114	258
gene-YLL040C	NC_001144.5	54211	63645	-	9435	1563	1561	33	154
gene-YLL039C	NC_001144.5	64062	65207	-	1146	4582	8481	325	1056
gene-YLL038C	NC_001144.5	65775	66518	-	744	130	129	35	122
gene-YLL036C	NC_001144.5	66745	68256	-	1512	270	432	172	535
gene-YLL035W	NC_001144.5	68580	70478	+	1899	7	24	103	338
gene-YLL034C	NC_001144.5	70633	73146	-	2514	64	95	376	1219
gene-YLL033W	NC_001144.5	73409	74101	+	693	85	78	49	155
gene-YLL032C	NC_001144.5	74270	76747	-	2478	362	320	29	136
gene-YLL031C	NC_001144.5	77152	80205	-	3054	98	200	79	283
gene-YLL030C	NC_001144.5	80356	80697	-	342	1	0	1	1
gene-YLL029W	NC_001144.5	81461	83710	+	2250	5018	4102	416	997
gene-YLL028W	NC_001144.5	84804	86564	+	1761	199	335	536	1022
gene-YLL027W	NC_001144.5	87403	88155	+	753	1083	427	95	421
gene-YLL026W	NC_001144.5	88623	91349	+	2727	35150	96634	389	2562
gene-YNCL0001W	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	1	0	0	0
gene-YLL025W	NC_001144.5	94747	95121	+	375	64	51	4	14
gene-YLL024C	NC_001144.5	95566	97485	-	1920	3703	10329	68	526
gene-YLL023C	NC_001144.5	97997	98836	-	840	1504	1595	86	381
gene-YLL022C	NC_001144.5	99044	100201	-	1158	312	775	24	129
gene-YLL021W	NC_001144.5	100947	105347	+	4401	222	542	83	270
gene-YLL019C	NC_001144.5	105686	107899	-	2214	3821	2575	167	598
gene-YLL018C-A	NC_001144.5	108676	108972	-	297	346	356	68	113
gene-YLL018C	NC_001144.5	109902	111575	-	1674	4986	4615	592	1765
gene-YLL017W	NC_001144.5	112234	112545	+	312	113	27	2	6
gene-YLL016W	NC_001144.5	112847	115993	+	3147	1088	330	28	70
gene-YLL015W	NC_001144.5	116432	121111	+	4680	1518	943	50	185
gene-YLL014W	NC_001144.5	121322	121648	+	327	172	330	66	201
gene-YLL013C	NC_001144.5	122075	124714	-	2640	357	504	43	176
gene-YLL012W	NC_001144.5	125534	127255	+	1722	35	53	211	707
gene-YLL011W	NC_001144.5	127523	128992	+	1470	98	158	598	1881
gene-YLL010C	NC_001144.5	129330	130613	-	1284	97	184	91	368
gene-YLL009C	NC_001144.5	131205	131414	-	210	589	641	17	73
gene-YLL008W	NC_001144.5	131729	133987	+	2259	170	344	902	2780
gene-YLL007C	NC_001144.5	134302	136299	-	1998	65	117	12	64
gene-YLL006W-A	NC_001144.5	136345	136521	+	177	0	2	1	1
gene-YLL006W	NC_001144.5	136586	137866	+	1281	399	403	26	81
gene-YLL005C	NC_001144.5	137940	140546	-	2607	290	241	20	116
gene-YLL004W	NC_001144.5	141073	142923	+	1851	30	39	48	161
gene-YLL003W	NC_001144.5	143201	146041	+	2841	533	516	74	239
gene-YLL002W	NC_001144.5	146291	147601	+	1311	19	69	2	26
gene-YLL001W	NC_001144.5	147890	150163	+	2274	443	665	40	160
gene-YLR001C	NC_001144.5	151389	153977	-	2589	1190	762	55	184
gene-YLR002C	NC_001144.5	154343	156334	-	1992	53	94	321	1017
gene-YLR003C	NC_001144.5	156855	157730	-	876	231	258	350	1161
gene-YLR004C	NC_001144.5	157934	159505	-	1572	81	68	13	62
gene-YLR005W	NC_001144.5	160049	161434	+	1386	960	649	176	627
gene-YLR006C	NC_001144.5	161755	163893	-	2139	389	554	61	208
gene-YLR007W	NC_001144.5	164392	165402	+	1011	507	263	146	622
gene-YLR008C	NC_001144.5	165577	166083	-	507	39	108	128	460
gene-YLR009W	NC_001144.5	166537	167136	+	600	264	613	983	3334
gene-YLR010C	NC_001144.5	167320	167802	-	483	266	131	27	93
gene-YNCL0002C	NC_001144.5	167944	168025	-	82	0	0	0	0
gene-YLR011W	NC_001144.5	169103	169678	+	576	62	109	6	35
gene-YLR012C	NC_001144.5	169982	170281	-	300	0	6	0	3
gene-YLR013W	NC_001144.5	171339	171764	+	426	3	1	0	0
gene-YLR014C	NC_001144.5	172268	174982	-	2715	47	62	197	606
gene-YLR015W	NC_001144.5	175227	176744	+	1518	354	361	96	339
gene-YLR016C	NC_001144.5	176802	177416	-	615	295	390	131	365
gene-YLR017W	NC_001144.5	177608	178621	+	1014	634	770	399	1469
gene-YLR018C	NC_001144.5	178707	179606	-	900	332	237	314	1165
gene-YLR019W	NC_001144.5	180288	181481	+	1194	1123	825	312	864
gene-YLR020C	NC_001144.5	181789	183405	-	1617	143	168	170	585
gene-YLR021W	NC_001144.5	183623	184162	+	540	218	385	29	146
gene-YLR022C	NC_001144.5	184174	184926	-	753	74	105	373	1567
gene-YLR023C	NC_001144.5	185498	187129	-	1632	73	167	537	1235
gene-YLR024C	NC_001144.5	187663	193281	-	5619	183	280	18	42
gene-YLR025W	NC_001144.5	194452	195174	+	723	2039	1565	225	743
gene-YLR026C	NC_001144.5	195450	196472	-	1023	89	187	129	460
gene-YLR027C	NC_001144.5	196829	198085	-	1257	2383	3410	304	1313
gene-YNCL0003W	NC_001144.5	198784	199389	+	606	84	199	8	60
gene-YLR028C	NC_001144.5	199540	201315	-	1776	3921	4550	516	1844
gene-YLR029C	NC_001144.5	201976	202590	-	615	1485	4807	5506	21196
gene-YLR030W	NC_001144.5	203290	204081	+	792	21	40	11	55
gene-YLR031W	NC_001144.5	204225	204785	+	561	17	22	11	35
gene-YLR032W	NC_001144.5	204991	208500	+	3510	63	142	51	155
gene-YLR033W	NC_001144.5	208761	210269	+	1509	385	362	151	537
gene-YLR034C	NC_001144.5	210512	211933	-	1422	986	610	235	513
gene-YLR035C	NC_001144.5	212369	214456	-	2088	301	258	37	120
gene-YNCL0004C	NC_001144.5	214883	214955	-	73	0	0	0	0
gene-YLR035C-A	NC_001144.5	215440	218907	-	3468	0	0	0	0
gene-YLR036C	NC_001144.5	221521	222132	-	612	93	80	22	58
gene-YLR037C	NC_001144.5	222685	223059	-	375	64	42	0	6
gene-YLR038C	NC_001144.5	224921	225172	-	252	5518	5796	128	545
gene-YLR039C	NC_001144.5	225426	228596	-	3171	178	288	15	106
gene-YLR040C	NC_001144.5	228908	229582	-	675	26	22	4	3
gene-YLR042C	NC_001144.5	229966	230451	-	486	8	5	3	22
gene-YLR043C	NC_001144.5	231702	232013	-	312	1448	2139	92	547
gene-YLR044C	NC_001144.5	232390	234081	-	1692	31746	28030	2199	9962
gene-YLR045C	NC_001144.5	235037	237703	-	2667	165	350	22	102
gene-YLR046C	NC_001144.5	238001	238813	-	813	103	92	47	145
gene-YLR047C	NC_001144.5	239347	241407	-	2061	220	198	70	217
gene-YLR048W	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	1302	3365	3831	14994
gene-YLR049C	NC_001144.5	243886	245172	-	1287	204	638	6	40
gene-YLR050C	NC_001144.5	245587	246072	-	486	162	390	13	54
gene-YLR051C	NC_001144.5	246324	246977	-	654	109	113	389	1364
gene-YLR052W	NC_001144.5	247201	247953	+	753	205	188	129	460
gene-YLR053C	NC_001144.5	248100	248426	-	327	920	584	29	67
gene-YLR054C	NC_001144.5;NC_001144.5	248717;250948	250860;250978	-;-	2175	282	367	5	28
gene-YLR055C	NC_001144.5	251272	253080	-	1809	73	79	192	581
gene-YLR056W	NC_001144.5	253861	254958	+	1098	1221	2998	478	2056
gene-YLR057W	NC_001144.5	255306	257855	+	2550	143	200	99	325
gene-YLR058C	NC_001144.5	257992	259401	-	1410	1510	3455	1915	3048
gene-YLR059C	NC_001144.5	259738	260547	-	810	333	415	79	316
gene-YLR060W	NC_001144.5	260979	262766	+	1788	86	681	936	3574
gene-YLR061W	NC_001144.5;NC_001144.5	263194;263595	263205;263948	+;+	366	327	1952	2323	10900
gene-YLR063W	NC_001144.5	264157	265254	+	1098	41	77	235	717
gene-YLR064W	NC_001144.5	265456	266277	+	822	828	937	158	638
gene-YLR065C	NC_001144.5	266373	266918	-	546	69	143	121	513
gene-YLR066W	NC_001144.5	267169	267723	+	555	154	416	57	253
